ZIP Code,Year,Month,SalesCount,AvgSalesPrice
19104,2020,4,2,0
19104,2020,3,4,53000
19104,2020,2,6,530000
19104,2020,1,20,134000
19104,2019,12,9,280000
19104,2019,11,26,196000
19104,2019,10,9,237000
19104,2019,9,10,306000
19104,2019,8,16,233000
19104,2019,7,14,262000
19104,2019,6,11,277000
19104,2019,5,23,230000
19104,2019,4,21,226000
19104,2019,3,16,157000
19104,2019,2,17,182000
19104,2019,1,12,143000
19104,2018,12,8,280000
19104,2018,11,18,202000
19104,2018,10,19,187000
19104,2018,9,15,175000
19104,2018,8,15,308000
19104,2018,7,16,193000
19104,2018,6,14,145000
19104,2018,5,18,134000
19104,2018,4,14,129000
19104,2018,3,20,112000
19104,2018,2,4,151000
19104,2018,1,12,200000
19104,2017,12,13,189000
19104,2017,11,13,280000
19104,2017,10,11,273000
19104,2017,9,17,262000
19104,2017,8,28,281000
19104,2017,7,4,359000
19104,2017,6,37,134000
19104,2017,5,14,160000
19104,2017,4,4,354000
