ZIP Code,Year,Month,SalesCount,AvgSalesPrice
19153,2020,4,2,0
19153,2020,3,1,0
19153,2020,2,2,175000
19153,2020,1,15,130000
19153,2019,12,21,116000
19153,2019,11,22,134000
19153,2019,10,13,156000
19153,2019,9,7,163000
19153,2019,8,8,140000
19153,2019,7,7,134000
19153,2019,6,10,135000
19153,2019,5,7,132000
19153,2019,4,7,104000
19153,2019,3,5,145000
19153,2019,2,13,110000
19153,2019,1,7,134000
19153,2018,12,5,131000
19153,2018,11,15,131000
19153,2018,10,10,123000
19153,2018,9,1,84000
19153,2018,8,17,127000
19153,2018,7,8,112000
19153,2018,6,14,125000
19153,2018,5,2,52000
19153,2018,4,8,79000
19153,2018,3,10,130000
19153,2018,2,3,130000
19153,2018,1,12,126000
19153,2017,12,12,117000
19153,2017,11,12,121000
19153,2017,10,7,126000
19153,2017,9,20,126000
19153,2017,8,13,140000
19153,2017,7,9,121000
19153,2017,6,29,101000
19153,2017,5,8,98000
19153,2017,4,4,149000
