ZIP Code,Year,Month,SalesCount,AvgSalesPrice
19154,2020,4,7,249000
19154,2020,3,10,0
19154,2020,2,17,235000
19154,2020,1,51,220000
19154,2019,12,70,223000
19154,2019,11,86,222000
19154,2019,10,54,219000
19154,2019,9,36,240000
19154,2019,8,32,222000
19154,2019,7,37,222000
19154,2019,6,25,228000
19154,2019,5,40,216000
19154,2019,4,25,213000
19154,2019,3,31,192000
19154,2019,2,42,199000
19154,2019,1,30,221000
19154,2018,12,33,200000
19154,2018,11,62,207000
19154,2018,10,54,200000
19154,2018,9,29,230000
19154,2018,8,57,203000
19154,2018,7,41,200000
19154,2018,6,54,181000
19154,2018,5,30,197000
19154,2018,4,32,191000
19154,2018,3,34,197000
19154,2018,2,23,172000
19154,2018,1,48,178000
19154,2017,12,39,186000
19154,2017,11,40,198000
19154,2017,10,44,205000
19154,2017,9,48,197000
19154,2017,8,54,189000
19154,2017,7,23,209000
19154,2017,6,132,189000
19154,2017,5,35,191000
19154,2017,4,20,163000
