ZIP Code,Year,Month,SalesCount,AvgSalesPrice
19152,2020,4,6,0
19152,2020,3,7,0
19152,2020,2,20,217000
19152,2020,1,41,213000
19152,2019,12,52,233000
19152,2019,11,91,235000
19152,2019,10,48,241000
19152,2019,9,25,250000
19152,2019,8,33,225000
19152,2019,7,62,222000
19152,2019,6,24,243000
19152,2019,5,22,221000
19152,2019,4,26,219000
19152,2019,3,36,209000
19152,2019,2,41,231000
19152,2019,1,43,223000
19152,2018,12,34,213000
19152,2018,11,56,222000
19152,2018,10,55,228000
19152,2018,9,31,827000
19152,2018,8,43,216000
19152,2018,7,48,224000
19152,2018,6,46,210000
19152,2018,5,24,208000
19152,2018,4,22,178000
19152,2018,3,41,205000
19152,2018,2,26,211000
19152,2018,1,47,190000
19152,2017,12,50,216000
19152,2017,11,33,201000
19152,2017,10,43,200000
19152,2017,9,55,198000
19152,2017,8,53,214000
19152,2017,7,34,183000
19152,2017,6,136,181000
19152,2017,5,32,176000
19152,2017,4,21,190000
