ZIP Code,Year,Month,SalesCount,AvgSalesPrice
19141,2020,4,3,0
19141,2020,3,12,0
19141,2020,2,5,117000
19141,2020,1,27,143000
19141,2019,12,31,90000
19141,2019,11,47,133000
19141,2019,10,30,134000
19141,2019,9,10,150000
19141,2019,8,20,135000
19141,2019,7,19,117000
19141,2019,6,14,126000
19141,2019,5,17,141000
19141,2019,4,14,123000
19141,2019,3,25,112000
19141,2019,2,21,87000
19141,2019,1,20,110000
19141,2018,12,13,111000
19141,2018,11,21,98000
19141,2018,10,32,98000
19141,2018,9,13,124000
19141,2018,8,24,113000
19141,2018,7,19,114000
19141,2018,6,33,92000
19141,2018,5,28,104000
19141,2018,4,15,78000
19141,2018,3,35,77000
19141,2018,2,11,85000
19141,2018,1,18,111000
19141,2017,12,15,98000
19141,2017,11,14,89000
19141,2017,10,17,123000
19141,2017,9,20,86000
19141,2017,8,23,104000
19141,2017,7,10,106000
19141,2017,6,58,105000
19141,2017,5,15,111000
19141,2017,4,6,84000
