ZIP Code,Year,Month,SalesCount,AvgSalesPrice
19116,2020,5,1,0
19116,2020,4,10,0
19116,2020,3,7,132000
19116,2020,2,14,239000
19116,2020,1,35,294000
19116,2019,12,31,270000
19116,2019,11,54,274000
19116,2019,10,33,269000
19116,2019,9,32,269000
19116,2019,8,19,253000
19116,2019,7,40,258000
19116,2019,6,20,264000
19116,2019,5,18,253000
19116,2019,4,22,263000
19116,2019,3,22,262000
19116,2019,2,25,244000
19116,2019,1,32,253000
19116,2018,12,28,261000
19116,2018,11,46,233000
19116,2018,10,27,258000
19116,2018,9,25,246000
19116,2018,8,34,233000
19116,2018,7,40,242000
19116,2018,6,35,237000
19116,2018,5,12,225000
19116,2018,4,20,218000
19116,2018,3,33,211000
19116,2018,2,9,237000
19116,2018,1,39,246000
19116,2017,12,29,245000
19116,2017,11,31,236000
19116,2017,10,13,242000
19116,2017,9,38,230000
19116,2017,8,46,249000
19116,2017,7,17,239000
19116,2017,6,83,218000
19116,2017,5,35,223000
19116,2017,4,14,187000
