dc_key,objectid,psa,dispatch_date_time,dispatch_date,dispatch_time,hour_,dc_dist,location_block,ucr_general,text_general_code,point_x,point_y,lat,lng,zipcode
201901016286,34625133,1,2019-04-20 20:05:00,2019-04-20,20:05:00,20.0,1,2200 BLOCK S 20TH ST,500,Burglary Residential,-75.17965811,39.92391286,39.92391286,-75.17965811,19125
201926016553,34732481,3,2019-04-25 09:45:00,2019-04-25,09:45:00,9.0,26,2100 BLOCK E SUSQUEHANNA AVE,500,Burglary Residential,-75.13040276,39.98072117,39.98072117,-75.13040276,19145
201916038193,37941797,1,2019-08-07 12:52:00,2019-08-07,12:52:00,12.0,16,700 BLOCK N 37TH ST,500,Burglary Residential,-75.19660257,39.96672421,39.96672421,-75.19660257,19125
201919110322,41498224,2,2019-12-10 17:36:00,2019-12-10,17:36:00,17.0,19,0 BLOCK N LINDENWOOD ST,500,Burglary Residential,-75.22587038,39.96152497,39.96152497,-75.22587038,19104
201922024447,33854125,4,2019-03-26 09:03:00,2019-03-26,09:03:00,9.0,22,1500 BLOCK N 27TH ST,500,Burglary Residential,-75.17939075,39.97874345,39.97874345,-75.17939075,19139
201922049779,36164434,2,2019-06-12 13:30:00,2019-06-12,13:30:00,13.0,22,2600 BLOCK N 30TH ST,500,Burglary Residential,-75.18028278,39.99663811,39.9966381,-75.18028278,19121
201915035202,34447440,3,2019-04-14 19:49:00,2019-04-14,19:49:00,19.0,15,7000 BLOCK GLENLOCH ST,500,Burglary Residential,-75.04191264,40.02898076,40.02898076,-75.04191264,19132
201925069600,38520507,2,2019-08-26 16:28:00,2019-08-26,16:28:00,16.0,25,4800 BLOCK GRANSBACK ST,500,Burglary Residential,-75.11520012,40.02301163,40.02301163,-75.11520012,19135
201924124874,41973677,2,2019-12-28 13:00:00,2019-12-28,13:00:00,13.0,24,2000 BLOCK E LEHIGH AVE,500,Burglary Residential,-75.12222389,39.98698651,39.98698651,-75.12222389,19120
201906053666,40059126,3,2019-10-17 11:50:00,2019-10-17,11:50:00,11.0,6,300 BLOCK S 04TH ST,500,Burglary Residential,-75.14840382,39.94492853,39.94492853,-75.14840382,19125
201917022763,35835314,3,2019-05-31 09:18:00,2019-05-31,09:18:00,9.0,17,1700 BLOCK FERNON ST,500,Burglary Residential,-75.1744707,39.93088877,39.93088877,-75.1744707,19103
201907011716,35032273,1,2019-05-05 16:44:00,2019-05-05,16:44:00,16.0,7,2200 BLOCK STRAHLE ST 2,500,Burglary Residential,-75.04764179,40.06469926,40.06469926,-75.0476418,19145
201906062838,41287885,1,2019-12-03 10:35:00,2019-12-03,10:35:00,10.0,6,800 BLOCK N 03RD ST,500,Burglary Residential,-75.14263638,39.964760399999996,39.964760399999996,-75.14263638,19152
201915071876,37295591,2,2019-07-17 00:55:00,2019-07-17,00:55:00,0.0,15,6600 BLOCK CHARLES ST,500,Burglary Residential,-75.05393442,40.02970013,40.02970013,-75.05393442,19123
201926043205,39749008,2,2019-10-05 21:14:00,2019-10-05,21:14:00,21.0,26,1400 BLOCK HOPE ST,500,Burglary Residential,-75.13589453,39.97201288,39.97201288,-75.13589453,19135
201917028669,36686479,3,2019-06-30 04:18:00,2019-06-30,04:18:00,4.0,17,1200 BLOCK S 16TH ST,500,Burglary Residential,-75.17058657,39.93539269,39.93539269,-75.17058658,19122
201925016127,33142075,1,2019-02-27 15:32:00,2019-02-27,15:32:00,15.0,25,500 BLOCK RISING SUN AVE,500,Burglary Residential,-75.13685315,40.00966422,40.00966422,-75.13685315,19146
201922029698,34362948,4,2019-04-12 11:44:00,2019-04-12,11:44:00,11.0,22,2400 BLOCK W THOMPSON ST,500,Burglary Residential,-75.17672440000001,39.97553798,39.97553798,-75.17672440000001,19140
201924058918,36529886,2,2019-06-24 14:19:00,2019-06-24,14:19:00,14.0,24,2900 BLOCK E ST,500,Burglary Residential,-75.12017282,39.99307143,39.99307143,-75.12017282,19121
201935048673,35870757,1,2019-06-01 15:32:00,2019-06-01,15:32:00,15.0,35,6400 BLOCK N 12TH ST,500,Burglary Residential,-75.13841695,40.04993219,40.04993219,-75.13841695,19134
201907018777,37356578,2,2019-07-19 00:36:00,2019-07-19,00:36:00,0.0,7,800 BLOCK MOREFIELD RD,500,Burglary Residential,-75.04317963,40.10385606,40.10385606,-75.04317963,19126
201922111507,41751971,4,2019-12-20 11:46:00,2019-12-20,11:46:00,11.0,22,2400 BLOCK SHARSWOOD ST,500,Burglary Residential,-75.17540107,39.97736768,39.97736767,-75.17540107,19115
201935108537,41230430,1,2019-12-01 13:31:00,2019-12-01,13:31:00,13.0,35,6600 BLOCK N 04TH ST,500,Burglary Residential,-75.12517323,40.05235017,40.05235017,-75.12517323,19121
201909030152,37574607,3,2019-07-26 12:40:00,2019-07-26,12:40:00,12.0,9,1500 BLOCK POPLAR ST,500,Burglary Residential,-75.16146232,39.9704021,39.9704021,-75.16146232,19126
201939049232,36193303,3,2019-06-13 15:58:00,2019-06-13,15:58:00,15.0,39,2000 BLOCK W STELLA ST,500,Burglary Residential,-75.16503179,39.99962455,39.99962455,-75.16503179,19130
201939031642,34520787,1,2019-04-18 08:19:00,2019-04-18,08:19:00,8.0,39,600 BLOCK W RITTENHOUSE ST,500,Burglary Residential,-75.18527798,40.02984088,40.02984087,-75.18527799,19132
201926013785,34219341,3,2019-04-06 18:47:00,2019-04-06,18:47:00,18.0,26,2000 BLOCK E CUMBERLAND ST,500,Burglary Residential,-75.12777905,39.98553378,39.98553378,-75.12777905,19119:19144
201909053517,41721285,1,2019-12-19 16:10:00,2019-12-19,16:10:00,16.0,9,1800 BLOCK MANNING ST,500,Burglary Residential,-75.17115444,39.94813347,39.94813347,-75.17115444,19125
201915128194,41465579,2,2019-12-09 16:18:00,2019-12-09,16:18:00,16.0,15,2200 BLOCK LARUE ST,500,Burglary Residential,-75.06579874,40.01027421,40.01027421,-75.06579874,19103
201935000292,31707952,2,2019-01-02 07:23:00,2019-01-02,07:23:00,7.0,35,4500 BLOCK N 17TH ST,500,Burglary Residential,-75.15313246,40.02341444,40.02341444,-75.15313246,19137
201922092003,39959214,4,2019-10-14 09:20:00,2019-10-14,09:20:00,9.0,22,1500 BLOCK N BAILEY ST,500,Burglary Residential,-75.17863276,39.97851218,39.97851218,-75.17863276,19140
201922091639,39937033,2,2019-10-13 00:06:00,2019-10-13,00:06:00,0.0,22,2300 BLOCK W GLENWOOD AVE,500,Burglary Residential,-75.17084605,39.98959031,39.98959031,-75.17084605,19121
201909047631,40734435,3,2019-11-12 10:28:00,2019-11-12,10:28:00,10.0,9,2200 BLOCK FAIRMOUNT AVE,500,Burglary Residential,-75.17434475,39.96728932,39.96728932,-75.17434475,19121
201922057618,36815872,1,2019-07-05 03:05:00,2019-07-05,03:05:00,3.0,22,2300 BLOCK N CAMAC ST,500,Burglary Residential,-75.15307105,39.98802657,39.98802656,-75.15307105,19130
201939045660,35919881,3,2019-06-02 19:03:00,2019-06-02,19:03:00,19.0,39,2800 BLOCK N 24TH ST,500,Burglary Residential,-75.17009123,39.99887272,39.99887272,-75.17009123,19133
201926014138,34265127,1,2019-04-09 09:21:00,2019-04-09,09:21:00,9.0,26,2200 BLOCK HOPE ST,500,Burglary Residential,-75.13305894,39.98364062,39.98364062,-75.13305894,19132
201939058802,37143943,2,2019-07-12 16:11:00,2019-07-12,16:11:00,16.0,39,3500 BLOCK N 18TH ST,500,Burglary Residential,-75.15791313,40.00839606,40.00839606,-75.15791313,19133
201908016700,35208197,2,2019-05-10 18:35:00,2019-05-10,18:35:00,18.0,8,3699-C N HEREFORD LN,500,Burglary Residential,-74.98441702,40.06836182,40.06836182,-74.98441702,19140
201924016603,33046142,1,2019-02-24 20:43:00,2019-02-24,20:43:00,20.0,24,3800 BLOCK DUNGAN ST,500,Burglary Residential,-75.10252623,40.00570962,40.00570962,-75.10252623,19114
201935000891,31760998,2,2019-01-04 12:58:00,2019-01-04,12:58:00,12.0,35,5100 BLOCK BINGHAM ST,500,Burglary Residential,-75.1141057,40.02790409,40.02790409,-75.1141057,19124
201935076974,38367562,1,2019-08-21 15:37:00,2019-08-21,15:37:00,15.0,35,6000 BLOCK CRESCENTVILLE RD NORTH,500,Burglary Residential,-75.11444754,40.0419019,40.0419019,-75.11444754,19120
201939068618,37998506,2,2019-08-09 00:42:00,2019-08-09,00:42:00,0.0,39,1500 BLOCK W ALLEGHENY AVE 205,500,Burglary Residential,-75.15539026,40.00196494,40.00196494,-75.15539026,19120
201939040255,35407271,1,2019-05-17 16:47:00,2019-05-17,16:47:00,16.0,39,3900 BLOCK W NETHERFIELD RD,500,Burglary Residential,-75.1888373,40.01920587,40.01920587,-75.1888373,19132
201919034074,34699164,3,2019-04-24 09:02:00,2019-04-24,09:02:00,9.0,19,4000 BLOCK FORD RD,500,Burglary Residential,-75.21067047,39.99985332,39.99985332,-75.21067047,19129
201907023978,39167498,3,2019-09-16 06:56:00,2019-09-16,06:56:00,6.0,7,800 BLOCK TOMLINSON RD,500,Burglary Residential,-75.02132627,40.11156418,40.11156418,-75.02132627,19131
201915015597,32933042,3,2019-02-20 02:32:00,2019-02-20,02:32:00,2.0,15,4100 BLOCK TYSON AVE,500,Burglary Residential,-75.045862,40.03254463,40.03254463,-75.045862,19116
201907007619,33830758,3,2019-03-25 15:31:00,2019-03-25,15:31:00,15.0,7,10700 BLOCK HALDEMAN AVE,500,Burglary Residential,-75.01004609,40.10006741,40.10006741,-75.01004609,19135
201916041233,38433118,2,2019-08-23 16:57:00,2019-08-23,16:57:00,16.0,16,4600 BLOCK PARRISH ST,500,Burglary Residential,-75.21449413,39.96768349,39.96768349,-75.21449413,19116
201916017338,34584024,2,2019-04-20 01:16:00,2019-04-20,01:16:00,1.0,16,0 BLOCK N 51ST ST,500,Burglary Residential,-75.22291242,39.95996433,39.95996433,-75.22291242,19139
201925067821,38327820,2,2019-08-20 00:54:00,2019-08-20,00:54:00,0.0,25,4300 BLOCK N 03RD ST,500,Burglary Residential,-75.1318084,40.01732889,40.01732889,-75.1318084,19139
201906002375,32048517,2,2019-01-16 09:27:00,2019-01-16,09:27:00,9.0,6,1200 BLOCK MARKET ST,500,Burglary Residential,-75.16065585,39.95205766,39.95205766,-75.16065585,19140
201915101813,39641848,2,2019-10-02 14:16:00,2019-10-02,14:16:00,14.0,15,6500 BLOCK MARSDEN ST,500,Burglary Residential,-75.05011444,40.02314398,40.02314397,-75.05011445,19107
201914068398,37592832,2,2019-07-26 19:46:00,2019-07-26,19:46:00,19.0,14,4700 BLOCK STENTON AVE,500,Burglary Residential,-75.15935096,40.02663517,40.02663517,-75.15935096,19135
201917031771,37264141,2,2019-07-16 16:50:00,2019-07-16,16:50:00,16.0,17,2700 BLOCK MOORE ST,500,Burglary Residential,-75.19085365,39.93090761,39.93090761,-75.19085365,19144
201922033886,34772870,2,2019-04-25 21:24:00,2019-04-25,21:24:00,21.0,22,2600 BLOCK N 22ND ST,500,Burglary Residential,-75.16795303,39.99417001,39.99417001,-75.16795303,19145
201903072543,39721040,1,2019-10-05 12:09:00,2019-10-05,12:09:00,12.0,3,300 BLOCK QUEEN ST,500,Burglary Residential,-75.14969703,39.93753521,39.93753521,-75.14969703,19121:19140
201918045388,35728758,2,2019-05-28 10:58:00,2019-05-28,10:58:00,10.0,18,5100 BLOCK WEBSTER ST,500,Burglary Residential,-75.22570404,39.94825653,39.94825653,-75.22570404,19147
201917055859,41412217,3,2019-12-07 10:53:00,2019-12-07,10:53:00,10.0,17,1700 BLOCK S CHADWICK ST,500,Burglary Residential,-75.17287281,39.92973485,39.92973485,-75.17287281,19143
201926038121,38839538,1,2019-09-05 00:36:00,2019-09-05,00:36:00,0.0,26,2300 BLOCK N HANCOCK ST,500,Burglary Residential,-75.13482921,39.98625237,39.98625237,-75.13482921,19145
201915056179,36034097,1,2019-06-06 20:50:00,2019-06-06,20:50:00,20.0,15,2700 BLOCK EDDINGTON ST,500,Burglary Residential,-75.07722259999998,39.99566442,39.99566442,-75.07722259999998,19133
201926038801,38938102,3,2019-09-09 16:27:00,2019-09-09,16:27:00,16.0,26,900 BLOCK SHACKAMAXON ST,500,Burglary Residential,-75.1319959,39.96625826,39.96625826,-75.1319959,19137
201939008360,32338047,1,2019-01-28 17:14:00,2019-01-28,17:14:00,17.0,39,3600 BLOCK HAYWOOD ST,500,Burglary Residential,-75.19237382,40.00920891,40.00920891,-75.19237382,19125
201935077173,38407585,1,2019-08-22 10:00:00,2019-08-22,10:00:00,10.0,35,5800 BLOCK N 05TH ST,500,Burglary Residential,-75.12965725,40.04059451,40.04059451,-75.12965725,19129
201935028299,34036321,2,2019-04-01 15:21:00,2019-04-01,15:21:00,15.0,35,200 BLOCK W SHELDON ST,500,Burglary Residential,-75.12787627,40.02881127,40.02881127,-75.12787627,19120
201909007547,33010278,1,2019-02-22 19:23:00,2019-02-22,19:23:00,19.0,9,100 BLOCK S BEECHWOOD ST,500,Burglary Residential,-75.1766655,39.95134885,39.95134885,-75.1766655,19120
201925039816,35538087,2,2019-05-20 20:05:00,2019-05-20,20:05:00,20.0,25,4600 BLOCK WEYMOUTH ST,500,Burglary Residential,-75.1121375,40.01942672,40.01942672,-75.1121375,19103
201919102699,40779313,3,2019-11-13 18:13:00,2019-11-13,18:13:00,18.0,19,5300 BLOCK WOODBINE AVE,500,Burglary Residential,-75.23240235,39.99285056,39.99285056,-75.23240235,19120
201918096212,40109819,2,2019-10-19 08:45:00,2019-10-19,08:45:00,8.0,18,5600 BLOCK CARPENTER ST,500,Burglary Residential,-75.23755345,39.94764021,39.94764021,-75.23755345,19131
201914047721,35588052,1,2019-05-23 13:37:00,2019-05-23,13:37:00,13.0,14,900 BLOCK E CHELTEN AVE,500,Burglary Residential,-75.16305245,40.04714093,40.04714093,-75.16305245,19143
201909041067,39636802,3,2019-10-01 17:49:00,2019-10-01,17:49:00,17.0,9,1600 BLOCK NORTH ST,500,Burglary Residential,-75.16412184,39.96615524,39.96615524,-75.16412184,19138
201922033650,34754000,1,2019-04-24 22:16:00,2019-04-24,22:16:00,22.0,22,2300 BLOCK N PARK AVE,500,Burglary Residential,-75.15428972,39.9887193,39.9887193,-75.15428972,19130
201922004109,32035984,1,2019-01-14 17:44:00,2019-01-14,17:44:00,17.0,22,1900 BLOCK N GRATZ ST,500,Burglary Residential,-75.16441117,39.98290295,39.98290295,-75.16441117,19132
201905022383,41621184,1,2019-12-15 02:37:00,2019-12-15,02:37:00,2.0,5,4200 BLOCK TERRACE ST,500,Burglary Residential,-75.21774406,40.02579978,40.02579978,-75.21774406,19121
201924086862,38795163,2,2019-09-04 02:16:00,2019-09-04,02:16:00,2.0,24,100 BLOCK E WISHART ST,500,Burglary Residential,-75.12883362,39.99791425,39.99791425,-75.12883362,19128
201939099333,40942464,3,2019-11-19 21:53:00,2019-11-19,21:53:00,21.0,39,2900 BLOCK N 25TH ST,500,Burglary Residential,-75.17148777,40.00047394,40.00047394,-75.17148777,19134
201922020317,33482964,3,2019-03-11 19:34:00,2019-03-11,19:34:00,19.0,22,1900 BLOCK W GIRARD AVE,500,Burglary Residential,-75.16895857,39.97266263,39.97266263,-75.16895857,19132
201925095324,41043686,4,2019-11-23 18:40:00,2019-11-23,18:40:00,18.0,25,1300 BLOCK W ERIE AVE,500,Burglary Residential,-75.14927153,40.00896419,40.00896419,-75.14927153,19130
201905021088,41100307,3,2019-11-26 08:45:00,2019-11-26,08:45:00,8.0,5,7300 BLOCK RIDGE AVE,500,Burglary Residential,-75.23507824,40.04822363,40.04822363,-75.23507824,19140
201918054608,36522407,2,2019-06-23 16:41:00,2019-06-23,16:41:00,16.0,18,5100 BLOCK LOCUST ST,500,Burglary Residential,-75.22403128,39.95556434,39.95556434,-75.22403128,19128
201935063171,37143633,2,2019-07-12 16:49:00,2019-07-12,16:49:00,16.0,35,4700 BLOCK N 11TH ST,500,Burglary Residential,-75.14227072,40.02493503,40.02493503,-75.14227072,19139
201939097441,40775347,3,2019-11-13 16:47:00,2019-11-13,16:47:00,16.0,39,2200 BLOCK W LEHIGH AVE,500,Burglary Residential,-75.16814585,39.99574745,39.99574745,-75.16814585,19141
201922032862,34643317,1,2019-04-22 13:55:00,2019-04-22,13:55:00,13.0,22,1600 BLOCK DIAMOND ST,500,Burglary Residential,-75.16083709,39.98532439,39.98532439,-75.16083709,19132
201902009856,32964037,1,2019-02-21 23:36:00,2019-02-21,23:36:00,23.0,2,1000 BLOCK ALCOTT ST,500,Burglary Residential,-75.0891963,40.03578709,40.03578709,-75.0891963,19121
201918004873,32207490,1,2019-01-22 09:52:00,2019-01-22,09:52:00,9.0,18,500 BLOCK S 57TH ST,500,Burglary Residential,-75.23680461,39.95225364,39.95225364,-75.23680461,19149
201917020828,35483230,2,2019-05-20 11:44:00,2019-05-20,11:44:00,11.0,17,2600 BLOCK FEDERAL ST,500,Burglary Residential,-75.18747562,39.93874048,39.93874048,-75.18747562,19143
201926014900,34410419,1,2019-04-14 03:49:00,2019-04-14,03:49:00,3.0,26,2000 BLOCK N FRANKLIN ST,500,Burglary Residential,-75.1468157,39.98195425,39.98195425,-75.1468157,19146
201939073757,38528351,1,2019-08-26 00:04:00,2019-08-26,00:04:00,0.0,39,300 BLOCK W CHELTEN AVE,500,Burglary Residential,-75.18149034,40.02933389,40.02933389,-75.18149034,19122
201935040095,35081561,3,2019-05-06 13:37:00,2019-05-06,13:37:00,13.0,35,5800 BLOCK N 16TH ST,500,Burglary Residential,-75.14702427,40.04250239,40.04250238,-75.14702427,19144
201915087499,38596026,2,2019-08-28 13:33:00,2019-08-28,13:33:00,13.0,15,5300 BLOCK EADOM ST,500,Burglary Residential,-75.06833908,40.01016942,40.01016942,-75.06833908,19141
201922099668,40607109,4,2019-11-07 13:23:00,2019-11-07,13:23:00,13.0,22,1700 BLOCK N HOLLYWOOD ST,500,Burglary Residential,-75.18224249,39.98288477,39.98288476,-75.18224249,19137
201909000150,31718077,3,2019-01-01 20:40:00,2019-01-01,20:40:00,20.0,9,1600 BLOCK FAIRMOUNT AVE 02NDFL,500,Burglary Residential,-75.16499971,39.96719503,39.96719503,-75.16499971,19121
201922015406,32985106,1,2019-02-22 10:18:00,2019-02-22,10:18:00,10.0,22,2200 BLOCK N 17TH ST,500,Burglary Residential,-75.16072093,39.98813007,39.98813007,-75.16072093,19130
201919063483,37422313,2,2019-07-21 00:23:00,2019-07-21,00:23:00,0.0,19,400 BLOCK N 58TH ST,500,Burglary Residential,-75.23544927,39.96826105,39.96826105,-75.23544927,19132
201903067302,39186164,3,2019-09-17 12:36:00,2019-09-17,12:36:00,12.0,3,2400 BLOCK S ALDER ST,500,Burglary Residential,-75.16438346,39.91940183,39.91940183,-75.16438346,19131
201925064189,37930100,3,2019-08-06 19:12:00,2019-08-06,19:12:00,19.0,25,3000 BLOCK N AMERICAN ST,500,Burglary Residential,-75.13474381,39.99654374,39.99654374,-75.13474381,19148
201916062126,41959731,1,2019-12-28 10:31:00,2019-12-28,10:31:00,10.0,16,3800 BLOCK CAMBRIDGE ST,500,Burglary Residential,-75.20016509,39.97389268,39.97389268,-75.20016509,19133
201925061755,37645542,3,2019-07-28 22:35:00,2019-07-28,22:35:00,22.0,25,2700 BLOCK N 02ND ST,500,Burglary Residential,-75.13468664,39.99204173,39.99204173,-75.13468664,19104
201926050576,40967683,1,2019-11-21 11:08:00,2019-11-21,11:08:00,11.0,26,700 BLOCK W CUMBERLAND ST,500,Burglary Residential,-75.14481131,39.98956939,39.98956939,-75.14481132,19133
201939078976,39011864,1,2019-09-11 17:29:00,2019-09-11,17:29:00,17.0,39,5500 BLOCK WISSAHICKON AVE,500,Burglary Residential,-75.18176703,40.02568643,40.02568643,-75.18176703,19133
201917006572,32835680,1,2019-02-16 21:55:00,2019-02-16,21:55:00,21.0,17,1900 BLOCK BAINBRIDGE ST,500,Burglary Residential,-75.17423089,39.94389619,39.94389619,-75.17423089,19144
201922099695,40607111,2,2019-11-07 14:53:00,2019-11-07,14:53:00,14.0,22,2400 BLOCK W LEHIGH AVE,500,Burglary Residential,-75.17166154,39.9961213,39.9961213,-75.17166154,19146
201917033708,37575031,1,2019-07-25 21:16:00,2019-07-25,21:16:00,21.0,17,2300 BLOCK NAUDAIN ST,500,Burglary Residential,-75.17990461,39.94604187,39.94604187,-75.17990461,19132
201914105444,40920297,1,2019-11-18 20:37:00,2019-11-18,20:37:00,20.0,14,5600 BLOCK BLOYD ST,500,Burglary Residential,-75.16239261,40.045200799999996,40.045200799999996,-75.16239261,19146
201935079777,38649815,1,2019-08-30 15:12:00,2019-08-30,15:12:00,15.0,35,100 BLOCK W 65TH AVE,500,Burglary Residential,-75.11934438,40.04922275,40.04922275,-75.11934438,19138
201924097213,39630797,1,2019-10-02 15:46:00,2019-10-02,15:46:00,15.0,24,2000 BLOCK BUCKIUS ST,500,Burglary Residential,-75.09419925,40.00257216,40.00257215,-75.09419925,19120
201935086929,39328652,1,2019-09-21 19:37:00,2019-09-21,19:37:00,19.0,35,5700 BLOCK N AMERICAN ST,500,Burglary Residential,-75.12645362,40.03770478,40.03770478,-75.12645362,19124
201918118676,42062758,3,2019-12-30 21:51:00,2019-12-30,21:51:00,21.0,18,4600 BLOCK CHESTER AVE,500,Burglary Residential,-75.2137578,39.94607311,39.94607311,-75.2137578,19120
201917021260,35577261,2,2019-05-23 07:48:00,2019-05-23,07:48:00,7.0,17,1500 BLOCK S DOVER ST,500,Burglary Residential,-75.19217763,39.93429002,39.93429002,-75.19217763,19142
201924010352,32545889,3,2019-02-04 20:36:00,2019-02-04,20:36:00,20.0,24,3100 BLOCK RICHMOND ST,500,Burglary Residential,-75.10270134,39.98227398,39.98227398,-75.10270134,19146
201912075582,38727548,4,2019-09-02 03:08:00,2019-09-02,03:08:00,3.0,12,1700 BLOCK S FRAZIER ST,500,Burglary Residential,-75.22648396,39.93688585,39.93688585,-75.22648396,19134
201912091496,40125676,2,2019-10-20 10:57:00,2019-10-20,10:57:00,10.0,12,6500 BLOCK WOODLAND AVE,500,Burglary Residential,-75.23482226,39.92529718,39.92529718,-75.23482226,19143
201916030444,36568548,2,2019-06-25 06:27:00,2019-06-25,06:27:00,6.0,16,900 BLOCK N 50TH ST,500,Burglary Residential,-75.22070288,39.96945927,39.96945927,-75.22070288,19142
201924100956,39919063,1,2019-10-12 16:47:00,2019-10-12,16:47:00,16.0,24,1800 BLOCK E GLENWOOD AVE,500,Burglary Residential,-75.10334705,40.001377000000005,40.001377000000005,-75.10334705,19131
201926019529,35338663,2,2019-05-15 13:42:00,2019-05-15,13:42:00,13.0,26,1500 BLOCK N 07TH ST,500,Burglary Residential,-75.14716362,39.97542229,39.97542229,-75.14716362,19134
201914072059,37930090,1,2019-08-07 00:10:00,2019-08-07,00:10:00,0.0,14,5500 BLOCK BOYER ST,500,Burglary Residential,-75.16090351,40.04575158,40.04575158,-75.16090351,19122
201922087943,39636822,4,2019-10-02 03:44:00,2019-10-02,03:44:00,3.0,22,1300 BLOCK N 26TH ST,500,Burglary Residential,-75.17832733,39.97613312,39.97613312,-75.17832733,19138
201939031779,34528632,1,2019-04-18 17:04:00,2019-04-18,17:04:00,17.0,39,5200 BLOCK WAYNE AVE,500,Burglary Residential,-75.17168097,40.02753898,40.02753898,-75.17168097,19121
201939080874,39211319,1,2019-09-17 19:04:00,2019-09-17,19:04:00,19.0,39,400 BLOCK W SCHOOL HOUSE LN,500,Burglary Residential,-75.18040135,40.02693373,40.02693373,-75.18040135,19129:19144
201919078239,38830902,2,2019-09-05 14:24:00,2019-09-05,14:24:00,14.0,19,1200 BLOCK N ALDEN ST,500,Burglary Residential,-75.23504665,39.97108846,39.97108846,-75.23504665,19144
201922004942,32094220,1,2019-01-17 17:45:00,2019-01-17,17:45:00,17.0,22,2400 BLOCK N 10TH ST,500,Burglary Residential,-75.14852336,39.98939232,39.98939232,-75.14852336,19131
201915075721,37584484,1,2019-07-27 09:44:00,2019-07-27,09:44:00,9.0,15,1200 BLOCK HAWORTH ST,500,Burglary Residential,-75.08468758,40.02349636,40.02349636,-75.08468758,19133
201903028826,34953208,2,2019-05-01 20:54:00,2019-05-01,20:54:00,20.0,3,500 BLOCK MC CLELLAN ST,500,Burglary Residential,-75.15555288,39.92589353,39.92589353,-75.15555288,19124
201924072864,37638538,2,2019-07-28 13:34:00,2019-07-28,13:34:00,13.0,24,3000 BLOCK E ST,500,Burglary Residential,-75.11992717,39.99473425,39.99473425,-75.11992717,19148
201908004849,32602565,1,2019-02-06 19:27:00,2019-02-06,19:27:00,19.0,8,8600 BLOCK GLENLOCH ST,500,Burglary Residential,-75.01270122,40.04462695,40.04462695,-75.01270122,19134
201922007426,32294587,1,2019-01-25 19:05:00,2019-01-25,19:05:00,19.0,22,1900 BLOCK PAGE ST,500,Burglary Residential,-75.16599145,39.98480936,39.98480936,-75.16599145,19136
201905015075,38575000,1,2019-08-28 13:37:00,2019-08-28,13:37:00,13.0,5,200 BLOCK MONASTERY AVE,500,Burglary Residential,-75.21987369,40.02817994,40.02817994,-75.21987369,19121
