dc_key,objectid,psa,dispatch_date_time,dispatch_date,dispatch_time,hour_,dc_dist,location_block,ucr_general,text_general_code,point_x,point_y,lat,lng,zipcode
201715027151,13854119,1,2017-03-24 17:05:00,2017-03-24,17:05:00,17,15,1000 BLOCK HARRISON ST 2,500.0,Burglary Residential,-75.08979249,40.0234145,40.0234145,-75.08979249,19124
201714013860,12992714,2,2017-02-21 12:39:00,2017-02-21,12:39:00,12,14,100 BLOCK MEEHAN AVE,500.0,Burglary Residential,-75.1852388,40.05605782,40.05605782,-75.1852388,19119
201702035852,16675608,1,2017-06-26 21:54:00,2017-06-26,21:54:00,21,2,800 BLOCK SCATTERGOOD ST,500.0,Burglary Residential,-75.09295678,40.03348729,40.03348729,-75.09295678,19124
201703005955,12465722,1,2017-02-01 23:25:00,2017-02-01,23:25:00,23,3,300 BLOCK QUEEN ST,500.0,Burglary Residential,-75.15006267,39.93759948,39.93759948,-75.15006267,19147
201726002062,11999305,3,2017-01-14 11:13:00,2017-01-14,11:13:00,11,26,2200 BLOCK AMBER ST,500.0,Burglary Residential,-75.13004858,39.98165798,39.98165798,-75.13004858,19125
201703012495,13372971,3,2017-03-07 14:35:00,2017-03-07,14:35:00,14,3,2900 BLOCK S BROAD ST,500.0,Burglary Residential,-75.17149485,39.914091,39.914091,-75.17149485,19145
201701028269,17127107,1,2017-07-11 16:29:00,2017-07-11,16:29:00,16,1,1800 BLOCK S MOLE ST,500.0,Burglary Residential,-75.17168961,39.92824052,39.92824052,-75.17168961,19145
201714035075,14987138,4,2017-05-02 21:56:00,2017-05-02,21:56:00,21,14,300 BLOCK W ALLENS LN,500.0,Burglary Residential,-75.19790262,40.05570854,40.05570854,-75.19790262,19119
201708005858,12861122,1,2017-02-16 15:10:00,2017-02-16,15:10:00,15,8,8800 BLOCK COTTAGE ST,500.0,Burglary Residential,-75.01012891,40.04946707,40.04946707,-75.01012891,19136
201718002949,11974935,1,2017-01-13 17:23:00,2017-01-13,17:23:00,17,18,5800 BLOCK LARCHWOOD AVE,500.0,Burglary Residential,-75.23890669,39.95350565,39.95350565,-75.23890669,19143
201718012637,12965935,3,2017-02-20 17:52:00,2017-02-20,17:52:00,17,18,900 BLOCK S 47TH ST,500.0,Burglary Residential,-75.21619578,39.94778615,39.94778615,-75.21619578,19143
201715017774,13154083,1,2017-02-27 18:46:00,2017-02-27,18:46:00,18,15,1300 BLOCK FOULKROD ST,500.0,Burglary Residential,-75.08725081,40.0204226,40.0204226,-75.08725081,19124
201712015877,13541708,4,2017-03-13 18:16:00,2017-03-13,18:16:00,18,12,1100 BLOCK S 54TH ST,500.0,Burglary Residential,-75.22697356,39.94316957,39.94316957,-75.22697356,19143
201715065607,17127632,2,2017-07-11 12:53:00,2017-07-11,12:53:00,12,15,6600 BLOCK VANDIKE ST,500.0,Burglary Residential,-75.04736699,40.02302206,40.02302206,-75.04736699,19135
201703033525,16501138,3,2017-06-20 22:32:00,2017-06-20,22:32:00,22,3,700 BLOCK RITNER ST,500.0,Burglary Residential,-75.15985408,39.91923572,39.91923572,-75.15985407,19148
201703002488,12001840,1,2017-01-14 09:01:00,2017-01-14,09:01:00,9,3,1000 BLOCK S 04TH ST,500.0,Burglary Residential,-75.15064159,39.93530976,39.93530976,-75.15064159,19147
201709014962,14629092,2,2017-04-20 13:38:00,2017-04-20,13:38:00,13,9,2000 BLOCK HAMILTON ST 2,500.0,Burglary Residential,-75.1722173,39.96242816,39.96242816,-75.1722173,19103
201735006588,12353748,2,2017-01-27 10:55:00,2017-01-27,10:55:00,10,35,900 BLOCK LINDLEY AVE,500.0,Burglary Residential,-75.13932732,40.029664600000004,40.029664600000004,-75.13932732,19141
201705004438,13740873,3,2017-03-20 16:26:00,2017-03-20,16:26:00,16,5,7300 BLOCK HILL RD,500.0,Burglary Residential,-75.22837082,40.04933051,40.04933051,-75.22837082,19128
201735044516,15816108,3,2017-05-29 13:21:00,2017-05-29,13:21:00,13,35,6400 BLOCK N NORWOOD ST,500.0,Burglary Residential,-75.15614838,40.05312379,40.05312379,-75.15614838,19138
201724058111,16402749,2,2017-06-17 13:07:00,2017-06-17,13:07:00,13,24,2000 BLOCK E MONMOUTH ST,500.0,Burglary Residential,-75.11746825,39.99052368,39.99052368,-75.11746824,19134
201715046316,15474966,2,2017-05-18 13:45:00,2017-05-18,13:45:00,13,15,1500 BLOCK ROSALIE ST,500.0,Burglary Residential,-75.08021676,40.03004043,40.03004043,-75.08021676,19149
201715061150,16736119,1,2017-06-28 10:54:00,2017-06-28,10:54:00,10,15,900 BLOCK HERBERT ST,500.0,Burglary Residential,-75.09460136,40.0245435,40.0245435,-75.09460136,19124
201715049704,15722972,2,2017-05-27 01:54:00,2017-05-27,01:54:00,1,15,6500 BLOCK VANDIKE ST,500.0,Burglary Residential,-75.04916952,40.02208893,40.02208892,-75.04916952,19135
201722032872,14833895,2,2017-04-28 01:08:00,2017-04-28,01:08:00,1,22,2400 BLOCK W OAKDALE ST,500.0,Burglary Residential,-75.17191904,39.99559517,39.99559517,-75.17191904,19132
201714041341,15573549,3,2017-05-21 13:51:00,2017-05-21,13:51:00,13,14,300 BLOCK CARPENTER LN,500.0,Burglary Residential,-75.19214382,40.04989095,40.04989095,-75.19214382,19119
201722048006,16307222,3,2017-06-14 22:11:00,2017-06-14,22:11:00,22,22,1700 BLOCK W GIRARD AVE,500.0,Burglary Residential,-75.16527134,39.97218171,39.97218171,-75.16527134,19130
201706011890,13973727,3,2017-03-28 11:19:00,2017-03-28,11:19:00,11,6,700 BLOCK SANSOM ST,500.0,Burglary Residential,-75.15292423,39.94860222,39.94860222,-75.15292422,19103
201726004596,12417016,3,2017-01-30 19:41:00,2017-01-30,19:41:00,19,26,1300 BLOCK E BERKS ST,500.0,Burglary Residential,-75.12731458,39.97426573,39.97426573,-75.12731458,19125
201712012559,13154277,4,2017-02-27 10:49:00,2017-02-27,10:49:00,10,12,5400 BLOCK MALCOLM ST,500.0,Burglary Residential,-75.23024140000001,39.94414333,39.94414333,-75.23024140000001,19143
201715005700,12129056,1,2017-01-20 04:38:00,2017-01-20,04:38:00,4,15,1100 BLOCK HAWORTH ST,500.0,Burglary Residential,-75.08723184,40.02473685,40.02473685,-75.08723184,19124
201712043960,16462347,2,2017-06-19 18:16:00,2017-06-19,18:16:00,18,12,6700 BLOCK WOODLAND AVE,500.0,Burglary Residential,-75.23789499,39.92312866,39.92312866,-75.23789499,19142
201708023369,16706594,3,2017-06-27 12:19:00,2017-06-27,12:19:00,12,8,12500 BLOCK RICHTON RD,500.0,Burglary Residential,-74.97330946,40.09889387,40.09889387,-74.97330946,19154
201702022228,14741683,3,2017-04-25 03:35:00,2017-04-25,03:35:00,3,2,900 BLOCK FAUNCE ST,500.0,Burglary Residential,-75.08180465,40.06663274,40.06663274,-75.08180464,19111
201739039927,15755472,3,2017-05-27 14:36:00,2017-05-27,14:36:00,14,39,2700 BLOCK N HEMBERGER ST,500.0,Burglary Residential,-75.16844346,39.99627297,39.99627297,-75.16844346,19132
201715047897,15623325,3,2017-05-22 10:11:00,2017-05-22,10:11:00,10,15,7100 BLOCK CHARLES ST B,500.0,Burglary Residential,-75.04361937,40.03418416,40.03418416,-75.04361937,19135
201726016846,14501955,1,2017-04-15 20:20:00,2017-04-15,20:20:00,20,26,2500 BLOCK N 05TH ST,500.0,Burglary Residential,-75.14085718,39.98930487,39.98930487,-75.14085718,19133
201719045263,15815299,2,2017-05-29 17:28:00,2017-05-29,17:28:00,17,19,500 BLOCK N 53RD ST,500.0,Burglary Residential,-75.2268104,39.96868103,39.96868103,-75.2268104,19131
201702001701,11895918,3,2017-01-10 21:27:00,2017-01-10,21:27:00,21,2,7000 BLOCK SOUDER ST,500.0,Burglary Residential,-75.06628596,40.04608381,40.04608381,-75.06628596,19149
201722013660,12966740,2,2017-02-20 20:52:00,2017-02-20,20:52:00,20,22,2400 BLOCK N 20TH ST,500.0,Burglary Residential,-75.18110311,39.99286296,39.99286296,-75.18110311,19132
201714007405,12364156,3,2017-01-28 19:50:00,2017-01-28,19:50:00,19,14,6600 BLOCK WAYNE AVE,500.0,Burglary Residential,-75.19478614,40.04199558,40.04199558,-75.19478614,19119
201705003585,13290645,1,2017-03-04 10:32:00,2017-03-04,10:32:00,10,5,4300 BLOCK LAURISTON ST,500.0,Burglary Residential,-75.21630877,40.02848091,40.0284809,-75.21630877,19128
201706027112,16764736,1,2017-06-29 16:01:00,2017-06-29,16:01:00,16,6,600 BLOCK N 04TH ST,500.0,Burglary Residential,-75.14483285,39.961972100000004,39.961972100000004,-75.14483285,19123
201724053757,16064345,2,2017-06-06 20:44:00,2017-06-06,20:44:00,20,24,2900 BLOCK KIP ST,500.0,Burglary Residential,-75.12676623,39.99453583,39.99453583,-75.12676623,19134
201719021355,13597097,2,2017-03-15 17:06:00,2017-03-15,17:06:00,17,19,300 BLOCK N 60TH ST,500.0,Burglary Residential,-75.23951278,39.96768565,39.96768565,-75.23951278,19139
201714019711,13541507,1,2017-03-13 12:14:00,2017-03-13,12:14:00,12,14,7300 BLOCK BRIAR RD,500.0,Burglary Residential,-75.15429614,40.06719472,40.06719472,-75.15429614,19138
201714014889,13074370,2,2017-02-24 21:40:00,2017-02-24,21:40:00,21,14,6300 BLOCK GARDENIA ST,500.0,Burglary Residential,-75.17752311,40.04680845,40.04680845,-75.17752311,19144
201725052124,16553329,3,2017-06-22 08:30:00,2017-06-22,08:30:00,8,25,3400 BLOCK TAMPA ST,500.0,Burglary Residential,-75.11760552,40.00112874,40.00112874,-75.11760552,19134
201735053371,16612977,3,2017-06-25 03:58:00,2017-06-25,03:58:00,3,35,1700 BLOCK ROSELYN ST,500.0,Burglary Residential,-75.14879,40.04558492,40.04558492,-75.14879,19141
201712049553,17097828,3,2017-07-10 16:54:00,2017-07-10,16:54:00,16,12,6100 BLOCK GLENMORE AVE,500.0,Burglary Residential,-75.22762084,39.92684337,39.92684337,-75.22762084,19142
201726005001,12493066,3,2017-02-02 12:31:00,2017-02-02,12:31:00,12,26,1100 BLOCK SHACKAMAXON ST,500.0,Burglary Residential,-75.13326984,39.96822971,39.96822971,-75.13326984,19125
201715001413,11774558,2,2017-01-05 19:59:00,2017-01-05,19:59:00,20,15,4100 BLOCK STIRLING ST,500.0,Burglary Residential,-75.05803295,40.02661384,40.02661384,-75.05803295,19135
201714020031,13569611,2,2017-03-15 03:48:00,2017-03-15,03:48:00,3,14,200 BLOCK E HORTTER ST,500.0,Burglary Residential,-75.18123979999999,40.05394585,40.05394585,-75.18123979999999,19119
201706026813,16707154,3,2017-06-27 18:56:00,2017-06-27,18:56:00,18,6,800 BLOCK LOMBARD ST,500.0,Burglary Residential,-75.15661343,39.94363777,39.94363777,-75.15661343,19146
201735021746,13740026,3,2017-03-20 09:30:00,2017-03-20,09:30:00,9,35,6000 BLOCK E WISTER ST,500.0,Burglary Residential,-75.15809293,40.04621973,40.04621973,-75.15809293,19138
201714011156,12726484,3,2017-02-11 13:06:00,2017-02-11,13:06:00,13,14,100 BLOCK W PENN ST,500.0,Burglary Residential,-75.17353754,40.02870555,40.02870555,-75.17353754,19144
201709020520,15691520,1,2017-05-25 12:32:00,2017-05-25,12:32:00,12,9,1800 BLOCK DELANCEY PL,500.0,Burglary Residential,-75.17139788,39.94708439,39.94708439,-75.17139788,1903
201706004834,12571887,2,2017-02-05 08:28:00,2017-02-05,08:28:00,8,6,0 BLOCK N 09TH ST,500.0,Burglary Residential,-75.15488864,39.95233541,39.95233541,-75.15488864,19107
201726028546,16464539,3,2017-06-19 15:13:00,2017-06-19,15:13:00,15,26,2100 BLOCK E OAKDALE ST,500.0,Burglary Residential,-75.12063251,39.983912200000006,39.983912200000006,-75.12063251,19125
201719002047,11871638,2,2017-01-09 09:47:00,2017-01-09,09:47:00,9,19,1400 BLOCK N HOBART ST,500.0,Burglary Residential,-75.23762121,39.97410993,39.97410993,-75.23762121,19131
201712019744,13940136,4,2017-03-27 10:56:00,2017-03-27,10:56:00,10,12,5600 BLOCK BEAUMONT ST,500.0,Burglary Residential,-75.23050687,39.93969265,39.93969265,-75.23050687,19143
201718027313,14598230,2,2017-04-19 23:28:00,2017-04-19,23:28:00,23,18,4900 BLOCK CEDAR AVE,500.0,Burglary Residential,-75.22216358,39.94993222,39.94993222,-75.22216358,19143
201735022063,13768673,2,2017-03-21 10:11:00,2017-03-21,10:11:00,10,35,200 BLOCK W ALBANUS ST,500.0,Burglary Residential,-75.12960765,40.02634570000001,40.02634570000001,-75.12960765,19120
201725047674,16155007,1,2017-06-09 17:31:00,2017-06-09,17:31:00,17,25,4100 BLOCK N FRANKLIN ST,500.0,Burglary Residential,-75.13961571,40.01467133,40.01467133,-75.13961571,19140
201708025437,17167260,1,2017-07-12 18:49:00,2017-07-12,18:49:00,18,8,8200 BLOCK E ROOSEVELT BLVD,500.0,Burglary Residential,-75.04348267,40.06019288,40.06019288,-75.04348267,19152
201726009131,13209990,2,2017-03-01 07:48:00,2017-03-01,07:48:00,7,26,1100 BLOCK N AMERICAN ST,500.0,Burglary Residential,-75.14065501,39.96852595,39.96852595,-75.14065501,19123
201722023614,13973645,1,2017-03-28 17:26:00,2017-03-28,17:26:00,17,22,2000 BLOCK N 20TH ST,500.0,Burglary Residential,-75.16623466,39.98559851,39.98559851,-75.16623466,19121
201702019189,14350295,3,2017-04-10 08:37:00,2017-04-10,08:37:00,8,2,1100 BLOCK WELLINGTON ST,500.0,Burglary Residential,-75.07371684,40.05359679,40.05359679,-75.07371684,19111
201712049884,17127454,1,2017-07-11 16:56:00,2017-07-11,16:56:00,16,12,7400 BLOCK REDWING PL,500.0,Burglary Residential,-75.23959255,39.90889249,39.90889249,-75.23959254,19153
201707003094,12545557,3,2017-02-04 07:58:00,2017-02-04,07:58:00,7,7,1800 BLOCK EVARTS ST,500.0,Burglary Residential,-75.04885961,40.07182937,40.07182937,-75.04885961,19152
201722050747,16588698,2,2017-06-23 11:48:00,2017-06-23,11:48:00,11,22,2600 BLOCK NORRIS CT B,500.0,Burglary Residential,-75.17568982,39.98562172,39.98562172,-75.17568982,19121
201726014657,14143105,2,2017-04-03 17:50:00,2017-04-03,17:50:00,17,26,900 BLOCK N MARSHALL ST,500.0,Burglary Residential,-75.14770349,39.96818029999999,39.96818029999999,-75.14770349,19133
201703015461,13854818,2,2017-03-24 12:21:00,2017-03-24,12:21:00,12,3,300 BLOCK REED ST,500.0,Burglary Residential,-75.15134557,39.93071629999999,39.93071629999999,-75.15134557,19147
201719036484,14986235,2,2017-05-02 08:56:00,2017-05-02,08:56:00,8,19,1400 BLOCK N HIRST ST,500.0,Burglary Residential,-75.24366385,39.97305854,39.97305854,-75.24366385,19151
201719024386,13883419,2,2017-03-25 11:26:00,2017-03-25,11:26:00,11,19,300 BLOCK N 60TH ST,500.0,Burglary Residential,-75.23948413,39.96782396,39.96782396,-75.23948413,19139
201706015352,14598404,3,2017-04-19 14:40:00,2017-04-19,14:40:00,14,6,1300 BLOCK WALNUT ST,500.0,Burglary Residential,-75.16359190000001,39.94922564,39.94922564,-75.16359190000001,19107
201722021708,13799596,2,2017-03-22 15:23:00,2017-03-22,15:23:00,15,22,2000 BLOCK N 33RD ST,500.0,Burglary Residential,-75.18723845,39.98756867,39.98756867,-75.18723845,19121
201715015538,12966921,2,2017-02-21 05:46:00,2017-02-21,05:46:00,5,15,6300 BLOCK GILLESPIE ST,500.0,Burglary Residential,-75.05456476,40.02392895,40.02392895,-75.05456476,19135
201716006757,13074465,1,2017-02-24 08:19:00,2017-02-24,08:19:00,8,16,300 BLOCK STATE ST,500.0,Burglary Residential,-75.20050475,39.95988268,39.95988268,-75.20050475,19104
201717011378,14114260,2,2017-04-03 04:24:00,2017-04-03,04:24:00,4,17,1700 BLOCK S 32ND ST,500.0,Burglary Residential,-75.19787469,39.93245996,39.93245996,-75.19787469,19145
201722007091,12349088,4,2017-01-27 10:59:00,2017-01-27,10:59:00,10,22,2500 BLOCK W MONTGOMERY AVE,500.0,Burglary Residential,-75.176295,39.9826057,39.9826057,-75.176295,19121
201726007207,12890118,1,2017-02-17 07:56:00,2017-02-17,07:56:00,7,26,2300 BLOCK N HANCOCK ST,500.0,Burglary Residential,-75.13475817,39.98659054,39.98659054,-75.13475817,19133
201718033923,15442539,2,2017-05-17 12:45:00,2017-05-17,12:45:00,12,18,0 BLOCK S CONESTOGA ST,500.0,Burglary Residential,-75.22980217,39.96043117,39.96043117,-75.22980217,19139
201722048234,16339627,3,2017-06-15 17:18:00,2017-06-15,17:18:00,17,22,1700 BLOCK N 19TH ST,500.0,Burglary Residential,-75.16589629,39.97977626,39.97977626,-75.16589629,19121
201739043284,16122600,3,2017-06-08 08:17:00,2017-06-08,08:17:00,8,39,2800 BLOCK N NEWKIRK ST,500.0,Burglary Residential,-75.17720017,39.9989584,39.9989584,-75.17720017,19132
201725010492,12598533,1,2017-02-06 17:41:00,2017-02-06,17:41:00,17,25,3700 BLOCK N 13TH ST,500.0,Burglary Residential,-75.14885102,40.01011618,40.01011618,-75.14885102,19140
201715043913,15274432,2,2017-05-11 13:41:00,2017-05-11,13:41:00,13,15,5300 BLOCK OAKLAND ST,500.0,Burglary Residential,-75.08018404,40.02748144,40.02748144,-75.08018404,19124
201735022450,13797903,3,2017-03-22 12:10:00,2017-03-22,12:10:00,12,35,6600 BLOCK N UBER ST,500.0,Burglary Residential,-75.15043894,40.05593246,40.05593246,-75.15043894,19138
201706023388,16092829,3,2017-06-08 01:33:00,2017-06-08,01:33:00,1,6,700 BLOCK PINE ST,500.0,Burglary Residential,-75.15376878,39.94420815,39.94420815,-75.15376878,19106
201717027058,17101087,1,2017-07-10 20:41:00,2017-07-10,20:41:00,20,17,2100 BLOCK TRYON ST,500.0,Burglary Residential,-75.17710646,39.94590154,39.94590154,-75.17710646,19146
201702023018,14865301,2,2017-04-28 17:02:00,2017-04-28,17:02:00,17,2,6300 BLOCK OXFORD AVE,500.0,Burglary Residential,-75.08838584,40.0455043,40.0455043,-75.08838584,19111
201735049170,16247244,3,2017-06-12 18:26:00,2017-06-12,18:26:00,18,35,6000 BLOCK N 16TH ST,500.0,Burglary Residential,-75.14664803,40.04567031,40.04567031,-75.14664803,19141
201719045789,15877787,1,2017-05-31 08:19:00,2017-05-31,08:19:00,8,19,1000 BLOCK N 64TH ST,500.0,Burglary Residential,-75.24874516,39.97879756,39.97879756,-75.24874516,19151
201707017852,16978206,3,2017-07-06 19:57:00,2017-07-06,19:57:00,19,7,200 BLOCK DUMONT PL,500.0,Burglary Residential,-75.03011235,40.12305308,40.12305308,-75.03011235,19116
201717011380,14114261,2,2017-04-03 04:35:00,2017-04-03,04:35:00,4,17,1700 BLOCK S NAPA ST,500.0,Burglary Residential,-75.19711892,39.932787299999994,39.932787299999994,-75.19711892,19145
201722030641,14628789,4,2017-04-20 17:09:00,2017-04-20,17:09:00,17,22,3100 BLOCK CECIL B MOORE AVE,500.0,Burglary Residential,-75.18667329,39.98244971,39.98244971,-75.18667329,19132
201726003802,12288709,3,2017-01-25 08:19:00,2017-01-25,08:19:00,8,26,1800 BLOCK E HAZZARD ST,500.0,Burglary Residential,-75.12730694,39.98783729,39.98783729,-75.12730694,19125
201712031387,15075524,1,2017-05-05 18:32:00,2017-05-05,18:32:00,18,12,8000 BLOCK LYONS AVE 2F,500.0,Burglary Residential,-75.24451291,39.90072874,39.90072874,-75.24451291,19153
201714003385,11974934,4,2017-01-13 12:00:00,2017-01-13,12:00:00,12,14,8200 BLOCK RODNEY ST,500.0,Burglary Residential,-75.17873213,40.07090647,40.07090647,-75.17873213,19150
201702009148,12965372,1,2017-02-20 09:24:00,2017-02-20,09:24:00,9,2,800 BLOCK MARCELLA ST,500.0,Burglary Residential,-75.09267436,40.03139676,40.03139676,-75.09267436,19124
201706015388,14598411,1,2017-04-19 17:39:00,2017-04-19,17:39:00,17,6,1100 BLOCK GREEN ST,500.0,Burglary Residential,-75.15654177,39.96282616,39.96282616,-75.15654177,19123
201735052459,16557594,3,2017-06-22 12:44:00,2017-06-22,12:44:00,12,35,5600 BLOCK N UBER ST,500.0,Burglary Residential,-75.1535057,40.0397471,40.0397471,-75.1535057,19141
201707009606,14468450,1,2017-04-14 16:29:00,2017-04-14,16:29:00,16,7,8500 BLOCK ALICIA ST,500.0,Burglary Residential,-75.07417512,40.083301399999996,40.083301399999996,-75.07417512,19111
201703003219,12105226,3,2017-01-18 15:51:00,2017-01-18,15:51:00,15,3,1500 BLOCK S BROAD ST,500.0,Burglary Residential,-75.16819643,39.93080933,39.93080933,-75.16819643,19147
201725016947,13209799,4,2017-03-01 16:56:00,2017-03-01,16:56:00,16,25,500 BLOCK W LEHIGH AVE,500.0,Burglary Residential,-75.14168000000001,39.99232945,39.99232945,-75.14168000000001,19133
201714044334,15877788,2,2017-05-31 09:02:00,2017-05-31,09:02:00,9,14,6000 BLOCK CHEW AVE,500.0,Burglary Residential,-75.16909531,40.0480564,40.0480564,-75.16909531,19138
201712042923,16341983,3,2017-06-15 17:45:00,2017-06-15,17:45:00,17,12,6600 BLOCK DICKS AVE,500.0,Burglary Residential,-75.22962419,39.91832669,39.91832669,-75.22962419,19142
201739064034,18207562,1,2017-08-15 22:30:00,2017-08-15,22:30:00,22,39,3200 BLOCK DEFENSE TER,500.0,Burglary Residential,-75.17897003,40.01086315,40.01086315,-75.17897003,19129
201739044931,16305922,3,2017-06-14 09:27:00,2017-06-14,09:27:00,9,39,2400 BLOCK W LEHIGH AVE,500.0,Burglary Residential,-75.17215432,39.99626713,39.99626713,-75.17215432,19132
201739002612,11938401,2,2017-01-11 17:16:00,2017-01-11,17:16:00,17,39,3400 BLOCK N 18TH ST,500.0,Burglary Residential,-75.15839658,40.00621148,40.00621148,-75.15839658,19140
201717011253,14113659,1,2017-04-02 09:30:00,2017-04-02,09:30:00,9,17,1400 BLOCK CHRISTIAN ST,500.0,Burglary Residential,-75.16672882,39.94005198,39.94005198,-75.16672882,19146
201735014759,13074287,1,2017-02-25 01:19:00,2017-02-25,01:19:00,1,35,100 BLOCK LINTON ST,500.0,Burglary Residential,-75.12203053,40.04107799,40.04107799,-75.12203053,19120
201706006300,12862029,1,2017-02-16 17:23:00,2017-02-16,17:23:00,17,6,800 BLOCK N 05TH ST,500.0,Burglary Residential,-75.14616079,39.96521335,39.96521335,-75.14616079,19123
201722040898,15657936,2,2017-05-24 11:03:00,2017-05-24,11:03:00,11,22,2400 BLOCK N STANLEY ST,500.0,Burglary Residential,-75.18217692,39.99325927,39.99325927,-75.18217692,19132
201722052884,16766220,3,2017-06-30 01:57:00,2017-06-30,01:57:00,1,22,1500 BLOCK N 17TH ST,500.0,Burglary Residential,-75.16311468,39.9771875,39.9771875,-75.16311468,19121
201716013396,14446765,2,2017-04-13 09:52:00,2017-04-13,09:52:00,9,16,300 BLOCK N 52ND ST,500.0,Burglary Residential,-75.22469158,39.96579268,39.96579268,-75.22469158,19139
201715047929,15599006,3,2017-05-22 12:21:00,2017-05-22,12:21:00,12,15,4700 BLOCK WELLINGTON ST,500.0,Burglary Residential,-75.03609554,40.02862011,40.02862011,-75.03609554,19136
201702007026,12658990,3,2017-02-08 16:51:00,2017-02-08,16:51:00,16,2,1800 BLOCK GLENDALE AVE 1,500.0,Burglary Residential,-75.06753774,40.056033500000005,40.056033500000005,-75.06753774,19111
201725007273,12311886,3,2017-01-26 18:03:00,2017-01-26,18:03:00,18,25,3400 BLOCK KEIM ST,500.0,Burglary Residential,-75.11721822,40.00025507,40.00025507,-75.11721822,19134
